4.4016e-05 -7.84397e-05 
9.46575e-05 8.59499e-05 
1.29629e-05 0.0001890659 
4.99766e-05 -9.61423e-05 
3.94166e-05 -1.8477e-06 
-0.0003652706 -2.53916e-05 
1.22137e-05 5.79953e-05 
-5.539e-05 -5.03063e-05 
-7.17058e-05 -5.21541e-05 
-5.18054e-05 -2.78354e-05 
2.1236e-05 8.33273e-05 
4.12945e-05 -4.97699e-05 
-0.0006142655 4.47631e-05 
-1.74415e-05 -7.99894e-05 
2.68814e-05 -5.53131e-05 
-3.17624e-05 -0.000444591 
1.48062e-05 2.95639e-05 
4.72383e-05 9.90629e-05 
-9.35161e-05 -6.41346e-05 
2.17299e-05 0.0001482964 
