7.8923865762   	7.8920898438   	0.00375972967283 
592.866298598  	592.843780518  	0.00379817177216 
43.7078477186  	43.7065734863  	0.00291533984515 
0.0078295901   	0.0078125      	0.21827579454   
0.0189413067   	0.0189208984   	0.107744942433  
0.4768493397   	0.4768066406   	0.00895442154263 
171.633875022  	171.625335693  	0.0049753165562 
173.628478917  	173.61819458   	0.00592318544985 
0.0004810889   	0.0004577637   	4.8484178288    
0.4947030621   	0.4946594238   	0.00882110974101 
0.0445483755   	0.0445251465   	0.052143315529  
0.0029018916   	0.0028686523   	1.14543561862   
0.0089216297   	0.0089111328   	0.117656755021  
632.882831781  	632.844390869  	0.00607393823463 
0.339603898    	0.3395385742   	0.0192352915808 
0.220620216    	0.2205810547   	0.0177505492062 
0.0248037464   	0.0247802734   	0.0946348975734 
705.858492157  	705.827972412  	0.00432377664065 
11.9991655318  	11.998840332   	0.00271018679705 
18.9180858592  	18.9174804688  	0.00320006159453 
