-0.0001477269 -0.0001474619 
7.6584e-05 7.61747e-05 
-9.90924e-05 -9.88841e-05 
8.16006e-05 8.12411e-05 
0.0014991235 0.0014974475 
-8.76029e-05 -8.73804e-05 
2.18283e-05 2.17557e-05 
0.0001913984 0.0001911521 
-2.03731e-05 -2.00868e-05 
-0.0002853347 -0.0002848506 
0.0004420469 0.0004419088 
-0.0001215263 -0.0001212955 
1.68905e-05 1.67489e-05 
0.0001471674 0.0001470447 
5.1401e-06 4.9472e-06 
4.6123e-05 4.5836e-05 
-5.06643e-05 -5.01871e-05 
-0.0001047188 -0.0001046062 
0.000124882 0.0001246929 
-0.0001433986 -0.00014323 
